Transaction_ID,Date,Amount,Employee_ID,Vendor_ID,Category
50750,2023-07-20,364.85,1041,2059,Supplies
50963,2023-07-20,3989.23,1012,2024,Supplies
50687,2023-07-21,3753.29,1029,2011,Supplies
50824,2023-07-21,2419.75,1020,2087,Travel
50048,2023-07-21,1651.57,1025,2012,Supplies
50007,2023-07-22,2496.16,1032,2021,Services
50001,2023-07-22,3087.87,1012,2036,Services
50039,2023-07-22,1683.54,1021,2066,Services
50746,2023-07-23,2387.26,1027,2006,Travel
50402,2023-07-23,750.66,1020,2015,Software
50899,2023-07-23,2296.38,1029,2030,Services
50382,2023-07-23,1800.31,1005,2004,Software
50556,2023-07-24,2005.26,1037,2034,Supplies
50349,2023-07-25,757.57,1034,2082,Travel
50997,2023-07-26,2076.51,1040,2036,Meals
50094,2023-07-26,508.29,1032,2026,Travel
50558,2023-07-26,3174.14,1043,2060,Meals
50333,2023-07-26,906.1,1044,2058,Services
50044,2023-07-26,1198.41,1044,2055,Travel
50121,2023-07-26,4177.67,1013,2037,Travel
50863,2023-07-26,2686.3,1017,2069,Services
50513,2023-07-27,1004.22,1037,2079,Services
50795,2023-07-27,1077.34,1007,2088,Services
50314,2023-07-27,4257.24,1004,2082,Services
50108,2023-07-28,4121.42,1009,2046,Meals
50860,2023-07-28,673.76,1028,2059,Services
50623,2023-07-28,762.36,1009,2090,Meals
50225,2023-07-28,4258.91,1047,2038,Software
50130,2023-07-28,2651.5,1031,2027,Services
50665,2023-07-29,4360.69,1048,2080,Supplies
50856,2023-07-29,2865.66,1019,2001,Services
50336,2023-07-29,3038.56,1040,2051,Services
50797,2023-07-30,3093.57,1040,2052,Software
50076,2023-07-30,1667.11,1027,2059,Software
50976,2023-07-30,609.64,1007,2010,Services
50652,2023-07-30,2507.32,1018,2015,Meals
50725,2023-07-30,4358.69,1043,2064,Software
50265,2023-08-01,1801.9,1031,2045,Meals
50785,2023-08-02,1276.04,1017,2042,Travel
50714,2023-08-03,4358.43,1048,2092,Travel
50753,2023-08-03,3209.77,1038,2035,Software
50097,2023-08-03,3338.15,1010,2047,Travel
50466,2023-08-04,3420.93,1046,2058,Travel
50057,2023-08-04,609.72,1005,2072,Meals
50078,2023-08-06,1814.36,1048,2085,Meals
50515,2023-08-06,1636.58,1014,2072,Services
50389,2023-08-06,1399.86,1013,2052,Travel
50226,2023-08-07,391.38,1045,2083,Meals
50627,2023-08-07,1436.28,1016,2076,Services
50418,2023-08-07,197.53,1030,2011,Software
50588,2023-08-07,2295.53,1004,2034,Meals
50828,2023-08-08,3027.16,1020,2053,Services
50385,2023-08-09,3376.71,1047,2089,Supplies
50118,2023-08-09,767.99,1039,2025,Supplies
50808,2023-08-10,1441.07,1019,2056,Supplies
50542,2023-08-10,4282.55,1046,2033,Software
50649,2023-08-10,2276.25,1024,2043,Services
50572,2023-08-11,2920.6,1006,2073,Services
50886,2023-08-12,2184.18,1026,2092,Supplies
50953,2023-08-13,2602.17,1010,2014,Supplies
50292,2023-08-13,1952.33,1044,2090,Travel
50295,2023-08-14,4228.84,1023,2049,Meals
50721,2023-08-14,74.07,1026,2048,Travel
50175,2023-08-15,502.78,1014,2011,Travel
50274,2023-08-15,3984.09,1000,2005,Supplies
50154,2023-08-15,3379.38,1035,2075,Supplies
50600,2023-08-15,2610.77,1015,2043,Services
50052,2023-08-16,3079.14,1005,2091,Travel
50219,2023-08-17,1724.49,1019,2095,Travel
50554,2023-08-17,1344.7,1035,2099,Supplies
50964,2023-08-17,3937.02,1046,2065,Supplies
50074,2023-08-17,784.14,1023,2053,Software
50177,2023-08-18,3619.5,1036,2033,Meals
50380,2023-08-18,3513.1,1019,2037,Services
50012,2023-08-18,1926.22,1029,2015,Software
50056,2023-08-18,1046.81,1013,2085,Software
50456,2023-08-19,808.26,1026,2088,Services
50355,2023-08-20,1847.36,1000,2081,Meals
50377,2023-08-21,2330.16,1039,2021,Meals
50669,2023-08-22,397.99,1034,2008,Meals
50935,2023-08-22,1631.47,1008,2049,Travel
50064,2023-08-22,324.49,1049,2036,Services
50555,2023-08-22,3628.96,1010,2090,Services
50657,2023-08-22,185.46,1043,2013,Services
50949,2023-08-22,2228.65,1011,2029,Supplies
50134,2023-08-23,4005.15,1013,2094,Travel
50049,2023-08-23,3503.42,1041,2028,Services
50137,2023-08-23,303.51,1041,2061,Supplies
50209,2023-08-23,1427.8,1018,2046,Meals
50644,2023-08-23,1761.71,1019,2048,Supplies
50420,2023-08-24,1178.97,1002,2015,Software
50882,2023-08-24,2504.49,1016,2008,Supplies
50229,2023-08-24,1822.8,1044,2016,Meals
50442,2023-08-25,2915.24,1012,2093,Supplies
50107,2023-08-26,253.81,1034,2004,Meals
50917,2023-08-26,441.99,1046,2063,Travel
50106,2023-08-26,3750.05,1034,2086,Software
50105,2023-08-26,426.75,1034,2098,Meals
50208,2023-08-26,4124.25,1041,2042,Meals
50459,2023-08-27,3976.02,1002,2055,Software
50328,2023-08-27,1287.66,1016,2067,Travel
50927,2023-08-27,63.36,1021,2071,Travel
50117,2023-08-28,2532.83,1023,2030,Services
50659,2023-08-28,2808.71,1046,2033,Software
50512,2023-08-28,4197.88,1032,2043,Meals
50312,2023-08-29,1197.49,1006,2053,Meals
50658,2023-08-30,3747.95,1013,2019,Travel
50681,2023-08-30,2714.65,1003,2076,Services
50031,2023-08-30,721.37,1045,2038,Meals
50261,2023-08-30,550.43,1012,2083,Services
50528,2023-08-31,2091.54,1022,2088,Supplies
50280,2023-09-01,1065.62,1008,2022,Services
50404,2023-09-02,1019.4,1002,2096,Travel
50800,2023-09-02,1449.06,1034,2040,Travel
50388,2023-09-02,3914.8,1005,2047,Services
50960,2023-09-03,2007.14,1018,2010,Meals
50710,2023-09-03,2764.22,1004,2095,Services
50166,2023-09-03,1414.74,1022,2034,Travel
50934,2023-09-04,3110.66,1004,2008,Services
50635,2023-09-04,3919.18,1046,2030,Supplies
50153,2023-09-05,1962.56,1036,2078,Meals
50016,2023-09-05,1729.36,1014,2065,Services
50909,2023-09-05,3488.75,1012,2034,Services
50712,2023-09-05,2607.75,1014,2002,Meals
50737,2023-09-06,1714.76,1015,2003,Services
50096,2023-09-07,2262.35,1023,2093,Supplies
50455,2023-09-07,1775.07,1030,2016,Services
50891,2023-09-07,4252.51,1024,2058,Services
50276,2023-09-08,1241.37,1033,2022,Supplies
50447,2023-09-08,2354.91,1030,2033,Services
50178,2023-09-08,3917.55,1042,2043,Travel
50110,2023-09-08,1223.88,1021,2024,Travel
50919,2023-09-09,1729.49,1034,2048,Supplies
50773,2023-09-09,4251.02,1046,2005,Meals
50244,2023-09-10,2645.27,1030,2069,Software
50315,2023-09-10,998.25,1013,2081,Services
50783,2023-09-12,1834.18,1002,2042,Meals
50024,2023-09-13,3397.11,1034,2013,Services
50948,2023-09-14,1509.18,1027,2024,Services
50242,2023-09-14,2296.17,1021,2087,Software
50424,2023-09-15,807.5,1035,2060,Meals
50143,2023-09-15,720.83,1020,2054,Supplies
50474,2023-09-15,1903.86,1012,2079,Software
50897,2023-09-16,1680.86,1015,2064,Travel
50670,2023-09-16,3443.3,1045,2065,Software
50503,2023-09-17,3167.58,1027,2053,Services
50510,2023-09-17,2824.02,1008,2056,Software
50571,2023-09-18,243.61,1019,2033,Software
50569,2023-09-18,1538.89,1024,2099,Software
50162,2023-09-18,1823.08,1027,2091,Travel
50748,2023-09-19,1252.14,1020,2008,Travel
50774,2023-09-20,987.52,1010,2024,Supplies
50908,2023-09-20,1439.3,1017,2063,Travel
50618,2023-09-20,3186.91,1026,2094,Meals
50362,2023-09-20,2867.9,1012,2043,Supplies
50263,2023-09-21,3902.57,1012,2026,Software
50686,2023-09-21,3837.42,1002,2065,Meals
50983,2023-09-22,4067.77,1013,2068,Software
50601,2023-09-22,1041.97,1031,2005,Meals
50689,2023-09-22,3636.51,1025,2044,Software
50645,2023-09-22,1919.57,1010,2037,Travel
50494,2023-09-23,978.93,1046,2064,Services
50929,2023-09-23,72.25,1015,2019,Software
50273,2023-09-23,1349.16,1025,2057,Supplies
50342,2023-09-23,825.13,1016,2002,Travel
50354,2023-09-24,1540.18,1020,2089,Meals
50806,2023-09-24,3288.76,1001,2004,Services
50581,2023-09-24,2730.92,1009,2056,Meals
50739,2023-09-24,3275.14,1023,2064,Software
50801,2023-09-24,2716.5,1010,2004,Software
50999,2023-09-25,156.16,1021,2022,Software
50830,2023-09-25,971.95,1034,2021,Meals
50190,2023-09-26,4065.25,1027,2086,Supplies
50972,2023-09-26,182.48,1010,2057,Supplies
50019,2023-09-26,1006.65,1003,2077,Travel
50832,2023-09-26,2057.12,1011,2037,Meals
50077,2023-09-26,1649.05,1022,2013,Software
50987,2023-09-26,3802.13,1007,2062,Services
50070,2023-09-26,2614.28,1037,2057,Supplies
50051,2023-09-27,3845.18,1001,2035,Meals
50951,2023-09-27,653.1,1023,2070,Services
50034,2023-09-27,347.7,1043,2002,Supplies
50701,2023-09-27,4351.29,1030,2006,Meals
50216,2023-09-27,2971.66,1013,2033,Supplies
50843,2023-09-28,3780.18,1000,2034,Meals
50193,2023-09-28,3110.46,1032,2001,Supplies
50582,2023-09-28,2207.15,1013,2091,Meals
50756,2023-09-28,3803.4,1047,2055,Meals
50796,2023-09-28,2672.28,1002,2093,Travel
50293,2023-09-28,2864.17,1042,2088,Supplies
50008,2023-09-28,518.8,1002,2075,Supplies
50212,2023-09-29,4483.93,1036,2088,Travel
50741,2023-09-29,975.53,1016,2079,Meals
50139,2023-09-30,1091.94,1032,2012,Travel
50540,2023-09-30,1236.48,1019,2068,Meals
50859,2023-10-01,572.95,1011,2035,Services
50366,2023-10-02,2194.41,1004,2008,Meals
50548,2023-10-02,872.96,1035,2008,Supplies
50518,2023-10-03,270.29,1047,2065,Software
50825,2023-10-03,1105.64,1006,2034,Services
50629,2023-10-04,1169.1,1025,2007,Meals
50339,2023-10-04,3009.94,1017,2067,Services
50829,2023-10-04,3244.35,1018,2010,Travel
50035,2023-10-06,3234.72,1004,2093,Services
50367,2023-10-06,517.81,1018,2006,Supplies
50157,2023-10-06,288.84,1002,2007,Software
50878,2023-10-06,1069.34,1005,2012,Services
50111,2023-10-06,874.31,1028,2013,Supplies
50547,2023-10-06,2891.52,1044,2055,Supplies
50945,2023-10-07,2882.56,1036,2045,Travel
50831,2023-10-07,3195.03,1023,2019,Services
50509,2023-10-07,397.49,1017,2020,Travel
50131,2023-10-08,3501.35,1029,2093,Supplies
50133,2023-10-08,1428.65,1021,2072,Software
50408,2023-10-08,1326.49,1019,2033,Services
50343,2023-10-08,631.55,1048,2006,Services
50490,2023-10-08,196.8,1030,2021,Software
50598,2023-10-08,2162.32,1009,2009,Services
50486,2023-10-10,614.48,1040,2036,Services
50125,2023-10-11,533.74,1029,2039,Services
50086,2023-10-11,3794.38,1032,2082,Meals
50394,2023-10-11,4069.9,1003,2090,Services
50730,2023-10-11,3033.08,1007,2094,Software
50496,2023-10-12,4280.14,1022,2077,Services
50952,2023-10-12,851.99,1033,2022,Travel
50319,2023-10-12,694.15,1019,2098,Meals
50210,2023-10-13,3790.06,1025,2068,Meals
50191,2023-10-13,1169.24,1007,2041,Supplies
50304,2023-10-13,3259.85,1007,2011,Supplies
50790,2023-10-13,4352.39,1002,2069,Travel
50648,2023-10-14,350.62,1005,2077,Services
50688,2023-10-14,2244.47,1043,2089,Meals
50330,2023-10-14,2160.38,1010,2076,Supplies
50410,2023-10-14,3362.68,1026,2054,Meals
50538,2023-10-14,1491.49,1034,2099,Travel
50013,2023-10-14,499.3,1035,2052,Software
50720,2023-10-15,3110.4,1009,2014,Software
50128,2023-10-16,672.6,1044,2044,Supplies
50211,2023-10-16,1973.2,1034,2019,Travel
50633,2023-10-16,4331.83,1015,2075,Meals
50609,2023-10-17,2775.68,1012,2079,Meals
50699,2023-10-17,2795.18,1047,2040,Supplies
50253,2023-10-17,775.41,1000,2010,Meals
50583,2023-10-18,1670.75,1027,2003,Travel
50181,2023-10-18,1642.69,1045,2065,Meals
50767,2023-10-18,286.42,1007,2092,Supplies
50417,2023-10-18,2945.07,1023,2099,Supplies
50465,2023-10-18,1527.87,1046,2047,Software
50431,2023-10-19,3713.29,1031,2010,Software
50573,2023-10-19,3979.91,1035,2054,Travel
50564,2023-10-19,3346.9,1047,2091,Software
50523,2023-10-19,3434.11,1011,2095,Meals
50875,2023-10-20,2352.32,1003,2019,Supplies
50959,2023-10-20,2299.13,1022,2065,Software
50794,2023-10-20,2889.67,1039,2057,Meals
50033,2023-10-21,4035.12,1013,2060,Supplies
50614,2023-10-21,2501.12,1032,2077,Supplies
50526,2023-10-21,993.95,1024,2038,Travel
50136,2023-10-22,2550.77,1023,2033,Meals
50813,2023-10-22,2841.38,1039,2088,Software
50426,2023-10-23,3610.23,1014,2034,Software
50851,2023-10-23,1375.02,1026,2084,Travel
50802,2023-10-23,3023.75,1023,2057,Software
50026,2023-10-23,2790.64,1014,2001,Travel
50811,2023-10-23,3155.15,1001,2087,Software
50491,2023-10-24,2171.02,1014,2073,Meals
50568,2023-10-24,1214.03,1043,2025,Supplies
50563,2023-10-24,3313.07,1009,2016,Services
50906,2023-10-25,3602.27,1003,2095,Meals
50991,2023-10-26,4157.08,1049,2026,Software
50449,2023-10-26,1654.4,1011,2074,Software
50638,2023-10-27,1111.56,1038,2087,Travel
50630,2023-10-28,980.09,1001,2000,Travel
50956,2023-10-28,2451.36,1006,2075,Software
50722,2023-10-29,1760.19,1008,2074,Software
50567,2023-10-30,1836.56,1033,2044,Travel
50332,2023-10-31,3127.22,1033,2049,Software
50262,2023-10-31,2595.19,1031,2046,Supplies
50560,2023-10-31,2225.05,1033,2072,Travel
50436,2023-11-01,4022.83,1031,2013,Travel
50674,2023-11-01,2804.4,1000,2002,Meals
50232,2023-11-01,3851.63,1047,2022,Services
50954,2023-11-01,2663.65,1004,2078,Meals
50580,2023-11-01,595.67,1038,2008,Supplies
50624,2023-11-02,3159.93,1016,2073,Travel
50852,2023-11-03,269.67,1037,2016,Supplies
50718,2023-11-03,1362.07,1011,2006,Travel
50810,2023-11-03,828.59,1045,2013,Meals
50777,2023-11-04,2226.26,1047,2078,Software
50271,2023-11-05,1201.86,1023,2084,Software
50970,2023-11-06,305.63,1011,2039,Travel
50763,2023-11-06,650.88,1011,2056,Software
50260,2023-11-06,141.07,1017,2075,Meals
50695,2023-11-07,827.0,1005,2083,Software
50279,2023-11-07,3326.27,1009,2071,Services
50206,2023-11-08,1036.49,1033,2030,Meals
50324,2023-11-08,1113.26,1027,2049,Supplies
50690,2023-11-08,2385.36,1042,2032,Supplies
50487,2023-11-08,2057.18,1019,2093,Travel
50266,2023-11-09,1313.38,1010,2039,Supplies
50495,2023-11-09,4393.05,1046,2012,Travel
50958,2023-11-09,3196.76,1012,2064,Supplies
50667,2023-11-10,2061.28,1006,2005,Supplies
50892,2023-11-10,2990.93,1004,2017,Supplies
50284,2023-11-11,2614.37,1012,2049,Software
50275,2023-11-11,1072.76,1027,2078,Travel
50632,2023-11-11,4399.18,1018,2044,Software
50998,2023-11-12,2023.84,1002,2027,Meals
50081,2023-11-12,3917.87,1001,2013,Travel
50223,2023-11-12,3254.08,1025,2076,Travel
50092,2023-11-13,821.93,1021,2036,Software
50182,2023-11-13,2684.43,1043,2095,Software
50641,2023-11-13,644.64,1009,2054,Software
50352,2023-11-13,3285.88,1006,2033,Travel
50224,2023-11-14,3704.93,1046,2033,Services
50192,2023-11-15,3493.98,1002,2051,Travel
50842,2023-11-15,2275.78,1048,2021,Services
50221,2023-11-15,58.43,1039,2062,Travel
50514,2023-11-16,4310.22,1021,2006,Services
50398,2023-11-17,2284.61,1043,2043,Software
50814,2023-11-17,3240.61,1010,2050,Meals
50144,2023-11-17,1207.75,1033,2036,Services
50769,2023-11-18,1752.67,1008,2070,Meals
50693,2023-11-19,2009.22,1034,2075,Meals
50869,2023-11-19,4121.15,1011,2055,Services
50391,2023-11-19,2770.85,1004,2018,Services
50873,2023-11-19,1666.1,1005,2067,Services
50931,2023-11-20,2740.84,1007,2044,Travel
50815,2023-11-20,3285.48,1019,2044,Travel
50461,2023-11-21,1470.7,1019,2094,Software
50529,2023-11-22,377.32,1014,2010,Services
50704,2023-11-22,3970.2,1039,2014,Services
50871,2023-11-22,1252.81,1041,2070,Travel
50472,2023-11-22,636.77,1020,2066,Meals
50009,2023-11-23,4148.52,1002,2050,Software
50476,2023-11-23,3351.11,1033,2040,Travel
50288,2023-11-24,838.73,1001,2047,Software
50692,2023-11-24,499.22,1019,2022,Services
50198,2023-11-24,3509.82,1039,2097,Supplies
50337,2023-11-24,544.12,1040,2025,Services
50411,2023-11-25,3635.53,1039,2026,Supplies
50489,2023-11-26,3982.72,1036,2073,Services
50536,2023-11-26,1412.86,1006,2031,Travel
50501,2023-11-27,2570.69,1027,2092,Meals
50520,2023-11-27,3038.45,1037,2062,Meals
50562,2023-11-27,2071.94,1035,2081,Travel
50793,2023-11-28,3611.45,1047,2089,Supplies
50551,2023-11-28,4391.44,1041,2029,Supplies
50227,2023-11-28,2406.8,1031,2047,Supplies
50146,2023-11-29,631.27,1005,2075,Services
50249,2023-11-29,887.19,1036,2058,Supplies
50969,2023-11-30,3290.42,1040,2089,Services
50745,2023-12-01,340.54,1028,2048,Services
50781,2023-12-01,1604.19,1016,2095,Travel
50202,2023-12-01,3069.63,1032,2099,Services
50511,2023-12-02,154.88,1022,2038,Services
50433,2023-12-02,3815.14,1030,2087,Meals
50607,2023-12-02,2644.75,1014,2080,Software
50833,2023-12-02,3815.7,1025,2013,Travel
50841,2023-12-03,394.65,1004,2094,Meals
50002,2023-12-03,3176.56,1017,2086,Travel
50708,2023-12-04,815.23,1039,2075,Software
50590,2023-12-04,1631.21,1000,2093,Software
50255,2023-12-04,3717.14,1039,2086,Supplies
50938,2023-12-05,3352.24,1039,2002,Travel
50079,2023-12-07,4452.58,1012,2062,Supplies
50784,2023-12-07,2421.4,1008,2023,Services
50636,2023-12-08,2177.37,1030,2059,Travel
50791,2023-12-08,568.54,1048,2045,Travel
50254,2023-12-08,4366.64,1046,2038,Meals
50011,2023-12-09,3767.82,1049,2029,Software
50439,2023-12-09,3628.04,1006,2030,Software
50605,2023-12-09,3236.0,1049,2028,Meals
50779,2023-12-09,969.19,1027,2057,Software
50666,2023-12-09,2564.71,1045,2045,Supplies
50173,2023-12-10,3245.9,1030,2098,Software
50771,2023-12-11,2760.74,1007,2065,Services
50575,2023-12-11,1648.81,1035,2067,Meals
50805,2023-12-12,122.71,1039,2091,Services
50313,2023-12-12,2888.06,1006,2064,Travel
50406,2023-12-12,2363.17,1048,2084,Travel
50764,2023-12-12,1616.3,1016,2035,Travel
50819,2023-12-12,1481.76,1015,2034,Meals
50126,2023-12-12,1212.23,1041,2070,Meals
50164,2023-12-13,2316.27,1043,2063,Services
50726,2023-12-13,1782.73,1003,2032,Software
50220,2023-12-13,1890.04,1040,2095,Services
50900,2023-12-13,1234.8,1009,2055,Services
50214,2023-12-14,2368.28,1041,2001,Services
50368,2023-12-14,1672.82,1006,2080,Travel
50651,2023-12-14,1143.97,1022,2082,Services
50061,2023-12-15,3151.5,1037,2092,Supplies
50798,2023-12-15,3088.72,1033,2044,Supplies
50826,2023-12-15,2378.0,1040,2036,Meals
50834,2023-12-15,290.17,1049,2095,Services
50258,2023-12-16,3085.2,1006,2041,Meals
50291,2023-12-16,851.69,1047,2086,Services
50527,2023-12-17,2020.71,1040,2049,Services
50803,2023-12-17,1950.1,1042,2014,Travel
50462,2023-12-17,507.29,1012,2088,Meals
50857,2023-12-17,744.18,1025,2069,Supplies
50197,2023-12-17,233.22,1038,2024,Services
50732,2023-12-17,2758.81,1009,2022,Supplies
50235,2023-12-18,493.34,1004,2047,Services
50375,2023-12-18,190.09,1031,2006,Software
50989,2023-12-19,616.81,1037,2004,Supplies
50817,2023-12-19,2665.61,1010,2034,Services
50682,2023-12-19,3318.82,1030,2091,Meals
50203,2023-12-20,3599.54,1012,2047,Services
50138,2023-12-20,170.7,1021,2008,Services
50289,2023-12-20,4365.84,1041,2038,Services
50823,2023-12-21,2394.71,1041,2087,Software
50321,2023-12-21,3686.36,1012,2053,Services
50199,2023-12-22,956.63,1039,2065,Meals
50877,2023-12-22,194.83,1009,2060,Travel
50950,2023-12-22,3561.43,1022,2078,Meals
50557,2023-12-23,3511.01,1040,2052,Software
50988,2023-12-23,4491.43,1036,2085,Travel
50743,2023-12-24,3585.06,1030,2069,Software
50668,2023-12-25,1487.56,1028,2085,Supplies
50992,2023-12-25,1784.33,1039,2021,Supplies
50663,2023-12-25,3060.21,1036,2087,Services
50678,2023-12-25,1482.27,1000,2084,Services
50374,2023-12-25,3045.34,1046,2077,Services
50930,2023-12-25,4228.5,1045,2089,Software
50656,2023-12-25,4354.27,1038,2074,Meals
50642,2023-12-26,880.3,1004,2073,Software
50865,2023-12-26,2728.2,1044,2014,Software
50788,2023-12-26,1093.07,1040,2023,Software
50400,2023-12-26,1608.59,1012,2029,Services
50488,2023-12-28,4151.1,1002,2076,Services
50887,2023-12-28,3729.9,1018,2037,Supplies
50533,2023-12-28,1781.98,1029,2067,Supplies
50299,2023-12-29,3304.58,1019,2018,Travel
50180,2023-12-30,2295.14,1018,2000,Meals
50124,2023-12-30,2919.28,1040,2044,Travel
50103,2023-12-31,3534.03,1033,2029,Software
